tanggal,stasiun,pm10,pm25,so2,co,o3,no2,max,critical,categori
2021-03-02,DKI3 (Jagakarsa),54,71,26,13,41,14,71,PM25,SEDANG
2021-03-03,DKI3 (Jagakarsa),57,83,27,18,38,20,83,PM25,SEDANG
2021-03-04,DKI3 (Jagakarsa),56,77,29,13,28,19,77,PM25,SEDANG
2021-03-05,DKI3 (Jagakarsa),54,77,31,11,39,20,77,PM25,SEDANG
2021-03-06,DKI3 (Jagakarsa),54,80,27,17,34,18,80,PM25,SEDANG
2021-03-07,DKI3 (Jagakarsa),64,93,28,18,31,19,93,PM25,SEDANG
2021-03-08,DKI3 (Jagakarsa),53,77,28,11,18,10,77,PM25,SEDANG
2021-03-09,DKI3 (Jagakarsa),41,63,30,7,19,10,63,PM25,SEDANG
2021-03-10,DKI3 (Jagakarsa),60,89,28,14,25,14,89,PM25,SEDANG
2021-03-11,DKI3 (Jagakarsa),29,52,26,7,28,11,52,PM25,SEDANG
2021-03-12,DKI3 (Jagakarsa),66,99,29,13,29,15,99,PM25,SEDANG
2021-03-13,DKI3 (Jagakarsa),53,72,29,7,23,9,72,PM25,SEDANG
2021-03-14,DKI3 (Jagakarsa),52,73,28,10,16,10,73,PM25,SEDANG
2021-03-15,DKI3 (Jagakarsa),51,76,28,9,25,10,76,PM25,SEDANG
2021-03-16,DKI3 (Jagakarsa),59,88,40,8,41,18,88,PM25,SEDANG
2021-03-17,DKI3 (Jagakarsa),71,106,32,11,39,19,106,PM25,TIDAK SEHAT
2021-03-18,DKI3 (Jagakarsa),61,99,35,7,42,18,99,PM25,SEDANG
2021-03-19,DKI3 (Jagakarsa),59,87,33,7,39,14,87,PM25,SEDANG
2021-03-20,DKI3 (Jagakarsa),65,106,31,12,45,17,106,PM25,TIDAK SEHAT
2021-03-21,DKI3 (Jagakarsa),81,118,27,15,37,16,118,PM25,TIDAK SEHAT
2021-03-22,DKI3 (Jagakarsa),62,93,26,15,36,10,93,PM25,SEDANG
2021-03-23,DKI3 (Jagakarsa),51,77,26,9,27,8,77,PM25,SEDANG
2021-03-24,DKI3 (Jagakarsa),43,64,26,6,27,8,64,PM25,SEDANG
2021-03-25,DKI3 (Jagakarsa),38,62,26,7,28,9,62,PM25,SEDANG
2021-03-26,DKI3 (Jagakarsa),55,79,27,13,39,11,79,PM25,SEDANG
2021-03-27,DKI3 (Jagakarsa),51,73,30,11,56,19,73,PM25,SEDANG
2021-03-28,DKI3 (Jagakarsa),47,63,27,10,43,17,63,PM25,SEDANG
2021-03-29,DKI3 (Jagakarsa),51,19,26,14,48,21,51,PM10,SEDANG
2021-03-30,DKI3 (Jagakarsa),59,24,29,10,33,20,59,PM10,SEDANG
2021-03-31,DKI3 (Jagakarsa),56,22,12,18,32,25,56,PM10,SEDANG
2021-03-01,DKI4 (Lubang Buaya),56,96,40,13,19,9,96,PM25,SEDANG
2021-03-02,DKI4 (Lubang Buaya),46,81,39,17,29,14,81,PM25,SEDANG
2021-03-03,DKI4 (Lubang Buaya),52,---,41,19,31,14,52,PM10,SEDANG
2021-03-04,DKI4 (Lubang Buaya),62,103,40,19,33,11,103,PM25,TIDAK SEHAT
2021-03-05,DKI4 (Lubang Buaya),51,79,40,14,32,13,79,PM25,SEDANG
2021-03-06,DKI4 (Lubang Buaya),61,95,40,22,32,13,95,PM25,SEDANG
2021-03-07,DKI4 (Lubang Buaya),60,102,41,23,34,14,102,PM25,TIDAK SEHAT
2021-03-08,DKI4 (Lubang Buaya),58,81,40,16,19,6,81,PM25,SEDANG
2021-03-09,DKI4 (Lubang Buaya),24,55,41,10,18,8,55,PM25,SEDANG
2021-03-10,DKI4 (Lubang Buaya),56,89,40,21,21,12,89,PM25,SEDANG
2021-03-11,DKI4 (Lubang Buaya),28,53,39,9,25,9,53,PM25,SEDANG
2021-03-12,DKI4 (Lubang Buaya),53,83,41,19,22,13,83,PM25,SEDANG
2021-03-13,DKI4 (Lubang Buaya),37,69,41,10,20,9,69,PM25,SEDANG
2021-03-14,DKI4 (Lubang Buaya),40,68,41,16,14,9,68,PM25,SEDANG
2021-03-15,DKI4 (Lubang Buaya),37,77,42,14,24,12,77,PM25,SEDANG
2021-03-16,DKI4 (Lubang Buaya),57,101,46,13,37,18,101,PM25,TIDAK SEHAT
2021-03-17,DKI4 (Lubang Buaya),68,123,43,20,37,14,123,PM25,TIDAK SEHAT
2021-03-18,DKI4 (Lubang Buaya),68,125,45,16,37,22,125,PM25,TIDAK SEHAT
2021-03-19,DKI4 (Lubang Buaya),57,91,42,12,42,15,91,PM25,SEDANG
2021-03-20,DKI4 (Lubang Buaya),55,98,44,12,38,18,98,PM25,SEDANG
2021-03-21,DKI4 (Lubang Buaya),57,85,41,16,22,17,85,PM25,SEDANG
2021-03-22,DKI4 (Lubang Buaya),52,78,41,15,20,11,78,PM25,SEDANG
2021-03-23,DKI4 (Lubang Buaya),38,62,41,8,12,7,62,PM25,SEDANG
2021-03-24,DKI4 (Lubang Buaya),30,55,40,7,13,9,55,PM25,SEDANG
2021-03-25,DKI4 (Lubang Buaya),36,68,41,8,19,12,68,PM25,SEDANG
2021-03-26,DKI4 (Lubang Buaya),52,83,42,17,31,16,83,PM25,SEDANG
2021-03-27,DKI4 (Lubang Buaya),58,91,43,13,35,20,91,PM25,SEDANG
2021-03-28,DKI4 (Lubang Buaya),50,75,41,14,37,16,75,PM25,SEDANG
2021-03-29,DKI4 (Lubang Buaya),54,84,41,18,35,19,84,PM25,SEDANG
2021-03-30,DKI4 (Lubang Buaya),41,76,42,14,21,25,76,PM25,SEDANG
2021-03-31,DKI4 (Lubang Buaya),48,69,43,12,25,18,69,PM25,SEDANG
2021-03-01,DKI5 (Kebon Jeruk) Jakarta Barat,29,60,23,7,16,12,60,PM25,SEDANG
2021-03-02,DKI5 (Kebon Jeruk) Jakarta Barat,35,65,23,11,22,17,65,PM25,SEDANG
2021-03-03,DKI5 (Kebon Jeruk) Jakarta Barat,49,79,24,13,20,21,79,PM25,SEDANG
2021-03-04,DKI5 (Kebon Jeruk) Jakarta Barat,---,---,---,---,---,---,0,,TIDAK ADA DATA
2021-03-05,DKI5 (Kebon Jeruk) Jakarta Barat,43,75,26,14,20,28,75,PM25,SEDANG
2021-03-06,DKI5 (Kebon Jeruk) Jakarta Barat,53,88,25,25,16,42,88,PM25,SEDANG
2021-03-07,DKI5 (Kebon Jeruk) Jakarta Barat,59,103,30,18,22,26,103,PM25,TIDAK SEHAT
2021-03-08,DKI5 (Kebon Jeruk) Jakarta Barat,45,67,27,12,11,22,67,PM25,SEDANG
2021-03-09,DKI5 (Kebon Jeruk) Jakarta Barat,35,62,31,7,12,16,62,PM25,SEDANG
2021-03-10,DKI5 (Kebon Jeruk) Jakarta Barat,53,91,27,21,17,39,91,PM25,SEDANG
2021-03-11,DKI5 (Kebon Jeruk) Jakarta Barat,---,41,20,5,22,8,41,PM25,BAIK
2021-03-12,DKI5 (Kebon Jeruk) Jakarta Barat,---,70,32,10,20,17,70,PM25,SEDANG
2021-03-13,DKI5 (Kebon Jeruk) Jakarta Barat,35,62,33,6,19,10,62,PM25,SEDANG
2021-03-14,DKI5 (Kebon Jeruk) Jakarta Barat,44,72,27,11,13,21,72,PM25,SEDANG
2021-03-15,DKI5 (Kebon Jeruk) Jakarta Barat,55,92,34,17,18,33,92,PM25,SEDANG
2021-03-16,DKI5 (Kebon Jeruk) Jakarta Barat,54,87,40,11,28,18,87,PM25,SEDANG
2021-03-17,DKI5 (Kebon Jeruk) Jakarta Barat,65,117,31,17,28,32,117,PM25,TIDAK SEHAT
2021-03-18,DKI5 (Kebon Jeruk) Jakarta Barat,62,107,40,11,34,17,107,PM25,TIDAK SEHAT
2021-03-19,DKI5 (Kebon Jeruk) Jakarta Barat,58,96,35,10,33,16,96,PM25,SEDANG
2021-03-20,DKI5 (Kebon Jeruk) Jakarta Barat,56,89,32,9,22,17,89,PM25,SEDANG
2021-03-21,DKI5 (Kebon Jeruk) Jakarta Barat,37,62,24,6,17,9,62,PM25,SEDANG
2021-03-22,DKI5 (Kebon Jeruk) Jakarta Barat,38,67,23,7,14,10,67,PM25,SEDANG
2021-03-23,DKI5 (Kebon Jeruk) Jakarta Barat,35,59,25,6,11,14,59,PM25,SEDANG
2021-03-24,DKI5 (Kebon Jeruk) Jakarta Barat,26,52,21,4,13,6,52,PM25,SEDANG
2021-03-25,DKI5 (Kebon Jeruk) Jakarta Barat,23,53,23,4,21,5,53,PM25,SEDANG
2021-03-26,DKI5 (Kebon Jeruk) Jakarta Barat,48,79,24,10,23,19,79,PM25,SEDANG
2021-03-27,DKI5 (Kebon Jeruk) Jakarta Barat,51,83,38,12,24,23,83,PM25,SEDANG
2021-03-28,DKI5 (Kebon Jeruk) Jakarta Barat,50,78,22,12,34,19,78,PM25,SEDANG
2021-03-29,DKI5 (Kebon Jeruk) Jakarta Barat,54,91,21,17,29,26,91,PM25,SEDANG
2021-03-30,DKI5 (Kebon Jeruk) Jakarta Barat,44,72,35,8,18,18,72,PM25,SEDANG
2021-03-31,DKI5 (Kebon Jeruk) Jakarta Barat,40,62,25,7,16,15,62,PM25,SEDANG
2021-05-01,DKI1 (Bunderan HI),52,71,23,10,20,33,71,PM25,SEDANG
2021-05-02,DKI1 (Bunderan HI),50,67,22,9,18,17,67,PM25,SEDANG
2021-05-03,DKI1 (Bunderan HI),53,70,26,10,20,20,70,PM25,SEDANG
2021-05-04,DKI1 (Bunderan HI),59,77,31,14,14,26,77,PM25,SEDANG
2021-05-05,DKI1 (Bunderan HI),58,82,22,18,14,38,82,PM25,SEDANG
2021-05-06,DKI1 (Bunderan HI),49,65,19,16,18,38,65,PM25,SEDANG
2021-05-07,DKI1 (Bunderan HI),54,70,20,26,19,45,70,PM25,SEDANG
2021-05-08,DKI1 (Bunderan HI),52,69,20,12,19,28,69,PM25,SEDANG
2021-05-09,DKI1 (Bunderan HI),41,57,18,9,26,21,57,PM25,SEDANG
2021-05-10,DKI1 (Bunderan HI),47,69,19,10,25,21,69,PM25,SEDANG
2021-05-11,DKI1 (Bunderan HI),60,88,24,12,25,24,88,PM25,SEDANG
2021-05-12,DKI1 (Bunderan HI),59,79,21,10,25,21,79,PM25,SEDANG
2021-05-13,DKI1 (Bunderan HI),70,110,24,14,24,20,110,PM25,TIDAK SEHAT
2021-05-14,DKI1 (Bunderan HI),52,72,24,8,25,14,72,PM25,SEDANG
2021-05-15,DKI1 (Bunderan HI),51,67,26,11,20,19,67,PM25,SEDANG
2021-05-16,DKI1 (Bunderan HI),51,65,23,8,20,16,65,PM25,SEDANG
2021-05-17,DKI1 (Bunderan HI),47,65,22,11,24,24,65,PM25,SEDANG
2021-05-18,DKI1 (Bunderan HI),40,54,24,10,23,26,54,PM25,SEDANG
2021-05-19,DKI1 (Bunderan HI),52,69,23,17,19,36,69,PM25,SEDANG
2021-05-20,DKI1 (Bunderan HI),57,79,24,12,23,27,79,PM25,SEDANG
2021-05-21,DKI1 (Bunderan HI),52,76,24,15,22,34,76,PM25,SEDANG
2021-05-22,DKI1 (Bunderan HI),56,79,22,16,28,36,79,PM25,SEDANG
2021-05-23,DKI1 (Bunderan HI),60,91,24,21,27,37,91,PM25,SEDANG
2021-05-24,DKI1 (Bunderan HI),74,108,22,20,23,38,108,PM25,TIDAK SEHAT
2021-05-25,DKI1 (Bunderan HI),44,60,23,15,23,35,60,PM25,SEDANG
2021-05-26,DKI1 (Bunderan HI),56,77,27,11,21,24,77,PM25,SEDANG
2021-05-27,DKI1 (Bunderan HI),51,64,27,8,16,20,64,PM25,SEDANG
2021-05-28,DKI1 (Bunderan HI),54,70,29,12,16,24,70,PM25,SEDANG
2021-05-29,DKI1 (Bunderan HI),56,76,23,14,17,32,76,PM25,SEDANG
2021-05-30,DKI1 (Bunderan HI),47,61,24,16,18,29,61,PM25,SEDANG
2021-05-31,DKI1 (Bunderan HI),55,73,21,15,19,33,73,PM25,SEDANG
2021-05-01,DKI2 (Kelapa Gading),62,74,51,10,57,14,74,PM25,SEDANG
2021-05-02,DKI2 (Kelapa Gading),55,73,47,9,53,---,73,PM25,SEDANG
2021-05-03,DKI2 (Kelapa Gading),59,74,50,9,51,11,74,PM25,SEDANG
2021-05-04,DKI2 (Kelapa Gading),68,82,54,12,39,17,82,PM25,SEDANG
2021-05-05,DKI2 (Kelapa Gading),64,83,53,14,45,20,83,PM25,SEDANG
2021-05-06,DKI2 (Kelapa Gading),57,72,53,13,66,21,72,PM25,SEDANG
2021-05-07,DKI2 (Kelapa Gading),67,83,61,20,46,33,83,PM25,SEDANG
2021-05-08,DKI2 (Kelapa Gading),60,79,53,11,54,17,79,PM25,SEDANG
2021-05-09,DKI2 (Kelapa Gading),46,59,46,9,61,7,61,O3,SEDANG
2021-05-10,DKI2 (Kelapa Gading),55,73,51,10,58,8,73,PM25,SEDANG
2021-05-11,DKI2 (Kelapa Gading),69,87,50,11,57,12,87,PM25,SEDANG
2021-05-12,DKI2 (Kelapa Gading),67,87,52,10,63,8,87,PM25,SEDANG
2021-05-13,DKI2 (Kelapa Gading),81,112,49,13,48,9,112,PM25,TIDAK SEHAT
2021-05-14,DKI2 (Kelapa Gading),56,70,51,9,52,---,70,PM25,SEDANG
2021-05-15,DKI2 (Kelapa Gading),54,67,54,10,40,---,67,PM25,SEDANG
2021-05-16,DKI2 (Kelapa Gading),52,---,50,9,52,---,52,PM10,SEDANG
2021-05-17,DKI2 (Kelapa Gading),54,70,55,11,51,13,70,PM25,SEDANG
2021-05-18,DKI2 (Kelapa Gading),41,55,48,8,49,10,55,PM25,SEDANG
2021-05-19,DKI2 (Kelapa Gading),56,77,52,13,55,21,77,PM25,SEDANG
2021-05-20,DKI2 (Kelapa Gading),66,87,53,12,56,17,87,PM25,SEDANG
2021-05-21,DKI2 (Kelapa Gading),60,81,58,13,65,21,81,PM25,SEDANG
2021-05-22,DKI2 (Kelapa Gading),64,90,62,15,66,28,90,PM25,SEDANG
2021-05-23,DKI2 (Kelapa Gading),73,97,64,18,57,34,97,PM25,SEDANG
2021-05-24,DKI2 (Kelapa Gading),86,116,74,19,72,30,116,PM25,TIDAK SEHAT
2021-05-25,DKI2 (Kelapa Gading),56,64,52,12,66,19,66,O3,SEDANG
2021-05-26,DKI2 (Kelapa Gading),62,83,52,12,64,20,83,PM25,SEDANG
2021-05-27,DKI2 (Kelapa Gading),60,73,52,10,62,13,73,PM25,SEDANG
2021-05-28,DKI2 (Kelapa Gading),66,81,53,11,63,16,81,PM25,SEDANG
2021-05-29,DKI2 (Kelapa Gading),60,76,46,13,66,21,76,PM25,SEDANG
2021-05-30,DKI2 (Kelapa Gading),53,65,55,17,51,28,65,PM25,SEDANG
2021-05-31,DKI2 (Kelapa Gading),62,81,49,14,71,20,81,PM25,SEDANG
2021-05-01,DKI3 (Jagakarsa),66,102,13,15,---,20,102,PM25,TIDAK SEHAT
2021-05-02,DKI3 (Jagakarsa),55,77,13,13,---,17,77,PM25,SEDANG
2021-05-03,DKI3 (Jagakarsa),55,83,12,9,25,16,83,PM25,SEDANG
2021-05-04,DKI3 (Jagakarsa),65,108,13,18,---,19,108,PM25,TIDAK SEHAT
2021-05-05,DKI3 (Jagakarsa),61,102,23,13,35,20,102,PM25,TIDAK SEHAT
2021-05-06,DKI3 (Jagakarsa),39,66,20,9,60,15,66,PM25,SEDANG
2021-05-07,DKI3 (Jagakarsa),39,69,19,15,151,20,151,O3,TIDAK SEHAT
2021-05-08,DKI3 (Jagakarsa),50,76,20,8,71,15,76,PM25,SEDANG
2021-05-09,DKI3 (Jagakarsa),35,58,17,6,47,13,58,PM25,SEDANG
2021-05-10,DKI3 (Jagakarsa),46,76,22,8,66,13,76,PM25,SEDANG
2021-05-11,DKI3 (Jagakarsa),---,89,26,8,34,13,89,PM25,SEDANG
2021-05-12,DKI3 (Jagakarsa),---,96,21,10,29,15,96,PM25,SEDANG
2021-05-13,DKI3 (Jagakarsa),---,94,19,11,25,14,94,PM25,SEDANG
2021-05-14,DKI3 (Jagakarsa),---,77,18,6,26,10,77,PM25,SEDANG
2021-05-15,DKI3 (Jagakarsa),---,79,21,8,33,14,79,PM25,SEDANG
2021-05-16,DKI3 (Jagakarsa),---,68,18,7,29,10,68,PM25,SEDANG
2021-05-17,DKI3 (Jagakarsa),---,65,18,7,24,11,65,PM25,SEDANG
2021-05-18,DKI3 (Jagakarsa),---,58,43,6,25,4,58,PM25,SEDANG
2021-05-19,DKI3 (Jagakarsa),---,86,49,11,29,1,86,PM25,SEDANG
2021-05-20,DKI3 (Jagakarsa),---,81,37,7,29,11,81,PM25,SEDANG
2021-05-21,DKI3 (Jagakarsa),49,74,47,8,26,14,74,PM25,SEDANG
2021-05-22,DKI3 (Jagakarsa),53,73,45,10,25,15,73,PM25,SEDANG
2021-05-23,DKI3 (Jagakarsa),60,85,49,12,31,19,85,PM25,SEDANG
2021-05-24,DKI3 (Jagakarsa),76,112,45,13,---,17,112,PM25,TIDAK SEHAT
2021-05-25,DKI3 (Jagakarsa),51,60,45,7,27,13,60,PM25,SEDANG
2021-05-26,DKI3 (Jagakarsa),58,82,47,8,29,16,82,PM25,SEDANG
2021-05-27,DKI3 (Jagakarsa),51,68,51,5,23,11,68,PM25,SEDANG
2021-05-28,DKI3 (Jagakarsa),62,86,48,8,---,16,86,PM25,SEDANG
2021-05-29,DKI3 (Jagakarsa),58,23,45,8,19,16,58,PM10,SEDANG
2021-05-30,DKI3 (Jagakarsa),44,24,45,9,---,14,45,SO2,BAIK
2021-05-31,DKI3 (Jagakarsa),57,21,9,20,---,37,57,PM10,SEDANG
2021-05-01,DKI4 (Lubang Buaya),58,91,37,---,26,13,91,PM25,SEDANG
2021-05-02,DKI4 (Lubang Buaya),54,89,38,---,22,10,89,PM25,SEDANG
2021-05-03,DKI4 (Lubang Buaya),61,95,39,---,22,12,95,PM25,SEDANG
2021-05-04,DKI4 (Lubang Buaya),74,113,41,15,17,13,113,PM25,TIDAK SEHAT
2021-05-05,DKI4 (Lubang Buaya),73,117,38,20,21,21,117,PM25,TIDAK SEHAT
2021-05-06,DKI4 (Lubang Buaya),54,77,37,7,27,16,77,PM25,SEDANG
2021-05-07,DKI4 (Lubang Buaya),51,78,38,22,25,20,78,PM25,SEDANG
2021-05-08,DKI4 (Lubang Buaya),56,87,39,9,29,15,87,PM25,SEDANG
2021-05-09,DKI4 (Lubang Buaya),46,66,37,6,31,11,66,PM25,SEDANG
2021-05-10,DKI4 (Lubang Buaya),42,73,37,7,31,12,73,PM25,SEDANG
2021-05-11,DKI4 (Lubang Buaya),65,102,38,8,31,11,102,PM25,TIDAK SEHAT
2021-05-12,DKI4 (Lubang Buaya),67,105,37,9,27,11,105,PM25,TIDAK SEHAT
2021-05-13,DKI4 (Lubang Buaya),75,112,36,13,24,13,112,PM25,TIDAK SEHAT
2021-05-14,DKI4 (Lubang Buaya),51,76,38,3,27,8,76,PM25,SEDANG
2021-05-15,DKI4 (Lubang Buaya),62,89,38,---,16,13,89,PM25,SEDANG
2021-05-16,DKI4 (Lubang Buaya),54,92,37,---,25,15,92,PM25,SEDANG
2021-05-17,DKI4 (Lubang Buaya),49,74,37,4,28,17,74,PM25,SEDANG
2021-05-18,DKI4 (Lubang Buaya),39,57,36,---,32,18,57,PM25,SEDANG
2021-05-19,DKI4 (Lubang Buaya),61,99,39,10,25,23,99,PM25,SEDANG
2021-05-20,DKI4 (Lubang Buaya),60,103,36,9,29,19,103,PM25,TIDAK SEHAT
2021-05-21,DKI4 (Lubang Buaya),55,95,37,9,27,20,95,PM25,SEDANG
2021-05-22,DKI4 (Lubang Buaya),53,85,32,---,36,22,85,PM25,SEDANG
2021-05-23,DKI4 (Lubang Buaya),64,107,43,31,30,26,107,PM25,TIDAK SEHAT
2021-05-24,DKI4 (Lubang Buaya),72,118,57,26,33,24,118,PM25,TIDAK SEHAT
2021-05-25,DKI4 (Lubang Buaya),42,68,49,7,37,22,68,PM25,SEDANG
2021-05-26,DKI4 (Lubang Buaya),55,93,38,9,28,20,93,PM25,SEDANG
2021-05-27,DKI4 (Lubang Buaya),50,79,41,6,26,18,79,PM25,SEDANG
2021-05-28,DKI4 (Lubang Buaya),56,93,40,11,26,20,93,PM25,SEDANG
2021-05-29,DKI4 (Lubang Buaya),57,91,40,10,29,26,91,PM25,SEDANG
2021-05-30,DKI4 (Lubang Buaya),47,72,41,15,26,23,72,PM25,SEDANG
2021-05-31,DKI4 (Lubang Buaya),59,93,41,9,37,24,93,PM25,SEDANG
2021-05-01,DKI5 (Kebon Jeruk) Jakarta Barat,47,77,22,9,27,15,77,PM25,SEDANG
2021-05-02,DKI5 (Kebon Jeruk) Jakarta Barat,41,69,29,7,23,11,69,PM25,SEDANG
2021-05-03,DKI5 (Kebon Jeruk) Jakarta Barat,42,69,34,7,25,12,69,PM25,SEDANG
2021-05-04,DKI5 (Kebon Jeruk) Jakarta Barat,50,77,40,10,19,24,77,PM25,SEDANG
2021-05-05,DKI5 (Kebon Jeruk) Jakarta Barat,54,90,25,14,21,25,90,PM25,SEDANG
2021-05-06,DKI5 (Kebon Jeruk) Jakarta Barat,37,67,19,11,29,20,67,PM25,SEDANG
2021-05-07,DKI5 (Kebon Jeruk) Jakarta Barat,50,82,21,20,31,32,82,PM25,SEDANG
2021-05-08,DKI5 (Kebon Jeruk) Jakarta Barat,43,74,21,8,30,14,74,PM25,SEDANG
2021-05-09,DKI5 (Kebon Jeruk) Jakarta Barat,33,58,17,6,38,6,58,PM25,SEDANG
2021-05-10,DKI5 (Kebon Jeruk) Jakarta Barat,40,72,23,8,38,8,72,PM25,SEDANG
2021-05-11,DKI5 (Kebon Jeruk) Jakarta Barat,53,89,29,9,38,13,89,PM25,SEDANG
2021-05-12,DKI5 (Kebon Jeruk) Jakarta Barat,50,83,27,8,36,10,83,PM25,SEDANG
2021-05-13,DKI5 (Kebon Jeruk) Jakarta Barat,65,115,25,14,31,13,115,PM25,TIDAK SEHAT
2021-05-14,DKI5 (Kebon Jeruk) Jakarta Barat,51,81,25,7,32,6,81,PM25,SEDANG
2021-05-15,DKI5 (Kebon Jeruk) Jakarta Barat,51,81,24,10,25,13,81,PM25,SEDANG
2021-05-16,DKI5 (Kebon Jeruk) Jakarta Barat,39,69,23,8,28,8,69,PM25,SEDANG
2021-05-17,DKI5 (Kebon Jeruk) Jakarta Barat,45,75,22,10,29,13,75,PM25,SEDANG
2021-05-18,DKI5 (Kebon Jeruk) Jakarta Barat,30,56,24,7,39,12,56,PM25,SEDANG
2021-05-19,DKI5 (Kebon Jeruk) Jakarta Barat,51,82,22,15,26,24,82,PM25,SEDANG
2021-05-20,DKI5 (Kebon Jeruk) Jakarta Barat,51,87,26,8,28,16,87,PM25,SEDANG
2021-05-21,DKI5 (Kebon Jeruk) Jakarta Barat,50,84,25,13,26,24,84,PM25,SEDANG
2021-05-22,DKI5 (Kebon Jeruk) Jakarta Barat,52,90,21,14,30,21,90,PM25,SEDANG
2021-05-23,DKI5 (Kebon Jeruk) Jakarta Barat,63,109,24,23,27,40,109,PM25,TIDAK SEHAT
2021-05-24,DKI5 (Kebon Jeruk) Jakarta Barat,64,108,25,17,30,25,108,PM25,TIDAK SEHAT
2021-05-25,DKI5 (Kebon Jeruk) Jakarta Barat,44,70,24,9,30,22,70,PM25,SEDANG
2021-05-26,DKI5 (Kebon Jeruk) Jakarta Barat,48,79,34,7,24,17,79,PM25,SEDANG
2021-05-27,DKI5 (Kebon Jeruk) Jakarta Barat,34,61,32,5,20,11,61,PM25,SEDANG
2021-05-28,DKI5 (Kebon Jeruk) Jakarta Barat,49,77,37,8,20,19,77,PM25,SEDANG
2021-05-29,DKI5 (Kebon Jeruk) Jakarta Barat,54,88,37,11,19,29,88,PM25,SEDANG
2021-05-30,DKI5 (Kebon Jeruk) Jakarta Barat,46,66,24,15,18,29,66,PM25,SEDANG
2021-05-31,DKI5 (Kebon Jeruk) Jakarta Barat,52,82,21,11,27,18,82,PM25,SEDANG
